,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,totalDamageDealt,magicDamageDealt,physicalDamageDealt,trueDamageDealt,largestCriticalStrike,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,magicalDamageTaken,physicalDamageTaken,trueDamageTaken,goldEarned,goldSpent,turretKills,inhibitorKills,totalMinionsKilled,neutralMinionsKilled,champLevel,visionWardsBoughtInGame,wardsPlaced,wardsKilled,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,firstInhibitorKill,firstInhibitorAssist
4,6,9,6,3,1,1,363,0,0,0,0,61084,1224,59715,144,545,15941,790,15054,96,1264,2,3739,1146,1146,2,17,15702,9061,5468,1172,8545,7950,0,0,114,0,12,0,2,0,0,0,0,0,0,0
5,7,0,16,7,2,1,0,1,0,0,0,180347,150338,14819,15188,270,32142,25221,2419,4501,6467,5,8923,2927,2331,62,49,17406,3368,13048,989,16252,15075,1,0,150,0,18,1,23,8,0,0,0,0,0,0
6,7,3,6,6,2,1,871,1,0,0,0,191869,178237,13108,522,0,19580,18430,627,522,2629,1,8176,3750,1661,18,12,17618,10264,6574,780,13783,12200,0,0,242,32,17,0,9,1,0,0,0,0,0,0
7,12,5,8,7,2,2,426,2,0,0,0,107642,70152,10187,27301,0,19371,15818,1165,2387,2751,2,8006,4403,4403,15,11,17132,4400,12541,191,13559,11750,3,0,163,4,15,0,9,0,0,0,0,1,0,1
8,4,7,5,3,1,1,863,0,0,0,0,174921,4236,169935,750,794,19483,905,17828,750,2847,3,8705,3565,1228,19,9,19945,3768,15362,815,12939,12350,1,0,287,0,16,0,6,6,1,0,0,0,0,0
9,5,4,13,3,1,1,631,0,0,0,0,165043,1856,162203,984,479,14667,488,14094,84,3641,4,7643,8766,1370,9,9,14269,3766,9010,1492,12584,10750,0,0,253,12,16,0,5,1,0,0,0,0,0,0
10,7,8,8,3,3,2,456,1,1,0,0,139949,6736,124150,9062,0,13680,1141,12314,224,14362,1,19987,9767,0,19,131,35234,7432,26617,1184,10819,10485,0,0,5,127,14,2,10,0,0,0,0,0,0,0
11,5,7,3,3,2,2,642,1,0,0,0,157656,115267,31324,11064,0,13789,12434,1058,296,14423,1,18323,8687,0,33,18,33664,12586,20633,444,11101,9360,0,0,53,128,16,2,12,1,0,0,0,0,0,0
12,0,5,6,0,0,0,766,0,0,0,0,9230,6537,2078,615,0,3344,2324,404,615,1922,7,3353,619,306,29,11,10085,5510,4272,302,5212,5050,0,0,16,0,11,2,13,4,0,0,0,0,0,0
13,1,0,13,0,1,0,0,0,0,0,0,29397,25112,2755,1529,0,9256,7255,490,1510,2916,3,4439,2927,1189,31,30,7958,1671,6166,120,8215,6900,0,0,21,0,14,0,13,4,0,0,0,0,0,0
14,3,3,4,2,2,1,938,1,0,0,0,149339,6032,130581,12726,0,8485,918,6862,704,14843,1,15960,5462,1626,29,110,29017,7683,20796,537,9776,9200,0,0,26,142,15,1,8,1,0,0,0,0,0,0
15,2,4,14,0,1,0,679,0,0,0,0,55160,51936,2390,833,0,15852,14350,669,833,3593,1,6333,4233,2569,70,105,12599,6522,5756,320,11467,10400,1,1,43,8,16,2,26,13,0,0,0,0,1,0
16,3,3,1,2,2,1,793,1,0,0,0,135103,29987,103639,1476,0,8398,4173,4113,112,2271,2,6244,4183,4183,13,1,12880,4546,7229,1103,11670,9500,2,0,243,12,15,0,6,1,0,0,0,0,0,1
17,8,1,0,6,2,2,921,3,0,0,0,67205,1951,59763,5489,626,9082,455,8323,303,165,1,2064,8250,0,11,3,5828,2432,3396,0,8087,6500,0,0,130,5,12,0,6,2,0,0,0,0,0,0
18,13,6,10,4,2,4,387,2,0,0,0,213729,63926,141472,8331,0,25127,12406,12613,108,4969,3,16357,4808,2225,15,1,23093,8047,14207,838,17790,15800,1,0,243,16,17,0,6,1,0,0,0,0,0,0
19,9,2,6,6,3,2,1151,2,1,0,0,203670,177235,25915,519,0,24804,21375,3086,342,11514,1,19789,6095,6095,21,15,29674,15517,13471,685,16760,14600,2,1,251,36,18,0,10,3,0,0,0,0,0,0
0,2,2,9,0,1,0,501,0,0,0,0,195666,4405,180207,11053,782,18010,1305,13382,3322,6487,1,8513,7020,4675,29,7,17242,10184,6347,710,12906,11583,2,0,241,8,16,4,12,4,0,0,1,0,0,0
1,9,3,11,5,1,2,1201,0,0,0,0,331473,11493,304947,15032,1462,30891,1564,24868,4457,5045,3,5186,29229,5715,29,29,11855,5306,5934,614,19397,16550,2,1,312,26,18,0,11,3,0,0,0,0,0,0
2,13,4,10,6,2,3,1243,2,0,0,0,384368,28337,347295,8734,1915,41542,3070,34769,3702,10404,4,15801,11648,3009,48,27,32100,14089,16815,1194,21302,18685,0,0,355,42,18,5,28,7,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,55210,133,51052,4025,547,4793,133,4659,0,505,2,696,0,0,7,5,2243,542,1495,205,5301,4650,0,0,129,0,9,0,5,0,0,0,0,0,0,0
4,5,3,3,3,2,2,974,1,0,0,0,225760,84569,122776,18415,0,23651,15941,6912,798,2069,3,8654,20111,7518,19,5,16281,2913,13296,72,16476,13300,3,0,293,40,18,2,12,2,0,0,0,0,0,0
5,9,3,13,7,2,2,669,1,0,0,0,157474,7390,146200,3884,1542,26639,2085,23437,1116,4197,4,5666,19672,6460,24,19,11969,2730,8096,1142,13602,11950,1,0,198,13,15,2,11,1,0,0,0,0,0,1
6,8,5,3,4,3,2,702,1,1,0,0,148229,560,128309,19359,0,13992,560,11395,2036,3937,1,20813,8533,4998,22,14,23165,4739,17839,586,13398,12833,1,1,196,4,15,2,8,2,0,0,0,1,0,1
7,7,4,14,5,1,1,467,0,0,0,0,164616,12264,139029,13322,0,20598,4357,14097,2143,3524,1,13264,9487,6792,22,10,19830,5811,13510,508,13970,13083,5,0,210,4,17,4,10,3,0,0,1,0,0,0
8,2,3,0,0,1,0,285,0,0,0,0,35289,0,35289,0,441,3115,0,3115,0,1173,2,2069,99,99,3,6,6174,2091,3495,586,4820,3750,0,0,89,0,9,0,2,0,0,0,0,0,0,0
9,4,3,7,2,1,1,761,0,0,0,0,157917,3895,151994,2028,1477,18886,1461,17133,292,3712,2,7306,10377,8466,15,18,12731,899,11378,453,13366,10225,3,0,248,8,15,3,7,0,0,0,1,0,0,1
10,8,4,13,4,2,2,638,2,0,0,0,125536,102564,20286,2685,0,21221,18500,1964,756,7137,1,9632,4783,2715,26,32,18415,5421,11286,1707,12762,10910,1,0,201,4,16,3,9,3,1,0,0,0,0,1
11,13,7,16,6,2,2,943,2,0,0,0,279678,13128,258885,7664,1906,50972,3753,41253,5965,12654,3,17903,10840,6370,17,42,32726,18863,11707,2155,18826,18200,3,0,270,14,18,2,12,1,0,0,1,0,0,0
12,5,6,11,2,1,1,539,0,0,0,0,155443,56342,95590,3510,324,21676,10605,10646,423,1476,3,8443,9191,3588,18,3,16374,7891,7586,897,15005,13800,1,1,239,10,15,2,10,2,0,0,0,0,0,0
13,6,2,8,5,2,1,623,1,0,0,0,135546,112505,16973,6068,0,13356,11705,997,653,677,1,3941,4438,4438,17,18,10454,5017,5373,63,11932,10325,1,0,216,16,15,1,6,1,1,0,0,0,0,1
14,1,1,1,0,1,0,440,0,0,0,0,39490,183,30511,8795,349,2801,128,2673,0,501,1,718,482,482,12,1,2423,584,1763,75,4339,4025,0,0,94,0,8,1,7,2,0,0,0,0,0,0
15,0,3,4,0,0,0,482,0,0,0,0,65135,115,65019,0,485,7211,115,7096,0,1266,2,2350,179,0,7,4,7284,2936,4038,309,6242,6150,0,0,140,0,10,0,5,0,0,0,0,0,0,0
16,5,4,4,3,2,2,564,1,0,0,0,124966,3379,117732,3854,1411,16006,1316,14533,156,2977,2,5764,1871,1871,19,14,15137,6444,7804,888,10624,10085,1,0,209,4,13,1,11,3,0,0,0,0,0,0
17,10,3,7,7,2,2,1750,2,0,0,0,263082,79920,165930,17231,0,28280,13297,14579,403,5157,4,16363,31564,7318,37,2,22990,7990,14391,608,19764,18405,3,0,321,31,18,1,15,10,0,0,0,0,0,0
18,4,6,14,2,2,1,601,1,0,0,0,156504,4807,148336,3360,1680,21619,1381,20237,0,5534,3,11459,10837,3190,28,20,21582,5099,14502,1979,12288,11260,1,0,202,6,16,4,12,4,1,0,0,1,0,1
19,9,2,2,8,3,1,432,2,1,0,0,121229,4450,115916,862,1158,15377,1605,13522,249,2220,2,2880,6605,4843,15,12,9383,2000,6499,883,11942,10700,1,0,207,1,13,2,9,1,0,0,0,0,0,1
0,5,6,2,2,1,1,552,0,0,0,0,116164,80083,29123,6957,61,6580,4928,988,663,4958,1,30239,7613,0,24,21,21617,5639,14941,1036,9302,8500,0,0,36,104,14,2,6,4,1,0,0,0,0,0
1,1,5,5,0,1,0,475,0,0,0,0,77210,1088,73666,2455,330,10231,207,10023,0,2255,2,5764,1352,0,14,15,11353,1387,9405,560,7595,7250,0,0,169,4,12,0,6,2,0,0,0,0,0,0
2,6,5,6,3,2,2,598,1,0,0,0,104628,2120,102302,206,634,16848,685,16162,0,2802,3,6523,9131,5148,13,18,12916,5095,7345,475,11160,9500,3,0,205,0,13,1,6,1,0,0,0,0,0,1
3,1,0,3,0,1,0,0,0,0,0,0,92324,36639,42399,13285,0,2886,1054,1634,198,5669,1,6475,25905,559,15,1,10802,1948,8854,0,5834,4400,1,0,9,96,11,1,4,2,0,0,0,1,0,0
4,7,1,5,7,1,1,182,0,0,0,0,160107,5441,145492,9173,0,9705,321,8800,583,7822,1,15404,23959,7096,45,14,18919,3971,14435,513,12376,11033,4,0,35,135,15,3,18,5,0,0,0,0,0,1
5,3,4,15,0,1,0,393,0,0,0,0,17843,6139,7371,4332,0,5425,3528,1269,628,10704,5,24263,1903,273,54,21,18427,8738,8660,1028,8440,6950,0,0,36,0,13,8,26,6,0,0,0,0,0,1
6,9,7,6,4,2,3,741,4,0,0,0,228004,6406,212263,9335,876,48453,2776,40510,5166,5012,4,16421,10460,7039,37,22,20753,2715,15716,2321,15849,14900,2,0,293,12,17,2,14,4,0,0,0,0,0,1
7,4,2,7,2,1,2,706,0,0,0,0,74455,799,69725,3930,357,8850,420,8010,420,1119,3,3644,10040,5597,18,11,7216,1740,4955,521,8453,5200,2,0,154,12,11,0,5,6,0,0,0,0,0,0
8,2,3,6,2,1,1,581,0,0,0,0,26078,22383,1634,2060,0,7005,6358,75,572,0,0,2382,11384,1905,41,3,7060,3363,3457,239,6314,6235,0,0,16,0,10,8,22,4,0,0,0,0,0,0
9,0,6,4,0,0,0,920,0,0,0,0,30643,15913,6517,8212,0,6702,4876,798,1027,7776,5,27601,927,283,72,31,20301,10856,8254,1190,7177,6775,0,0,60,0,13,7,31,13,0,0,0,0,0,1
10,1,2,2,0,1,0,882,0,0,0,0,122333,5254,114806,2272,0,13151,1498,11653,0,1151,3,3833,4302,1086,23,9,11261,4752,6216,292,9336,8575,0,0,219,8,13,2,11,3,0,0,0,0,0,0
11,3,5,5,2,1,1,651,0,0,0,0,90124,2494,87630,0,453,12662,465,12197,0,1329,3,4699,0,0,9,8,14090,6619,6700,770,9286,8550,0,0,187,0,13,0,7,1,0,0,0,0,0,0
12,14,4,6,6,2,3,504,1,0,0,0,97276,6101,90566,608,0,18224,2483,15587,154,660,2,3976,12617,9162,16,18,11236,2210,8905,120,12191,10100,3,0,152,13,13,0,5,3,0,0,0,0,0,1
13,2,5,2,0,1,0,714,0,0,0,0,77627,743,74338,2545,408,10288,106,10182,0,1342,3,5581,2680,2680,12,6,9645,2069,6838,737,7586,7250,0,0,173,4,11,0,4,2,0,0,0,0,0,0
14,13,9,11,5,2,3,786,2,0,0,0,288500,5839,267167,15493,914,56248,2426,46699,7122,4721,4,18499,20280,5730,30,29,26550,12005,13578,966,20457,22030,2,1,281,27,18,0,11,7,0,0,0,0,0,0
15,2,5,0,0,1,0,376,0,0,0,0,83084,462,78502,4120,408,6085,175,5909,0,1315,2,5205,0,0,18,6,11092,2629,8403,59,7583,7425,0,0,164,6,11,1,8,1,0,0,0,0,0,0
16,5,7,8,2,1,1,736,0,0,0,0,87499,0,80751,6747,432,18796,0,15874,2922,1473,3,9402,30,0,15,13,20973,1882,18265,826,9438,8550,0,0,153,4,13,0,6,3,0,0,0,0,0,0
17,7,4,11,3,2,2,920,1,0,0,0,183559,3882,171546,8130,767,21301,907,19606,788,4188,3,6586,24303,12049,24,11,17906,11386,5428,1091,14233,11400,5,1,250,12,16,2,10,1,0,0,0,0,0,0
18,12,2,14,5,2,3,1087,1,0,0,0,129749,119949,7081,2718,0,59515,55798,998,2718,1970,1,5401,7895,2826,110,62,12126,4462,6443,1219,15820,15250,1,0,77,4,18,6,38,9,0,0,0,1,0,1
19,2,2,4,0,1,0,841,0,0,0,0,83284,6737,74977,1570,0,12994,2072,10922,0,2169,3,6071,289,73,14,21,9646,6657,2746,242,8792,8250,0,0,176,2,12,2,10,1,0,0,0,0,0,0
